Date,Tweet
2023-05-12 23:45:58+00:00,Recession indicator: Magic: The Gathering YouTube channel changed their deck upgrade budget for videos from $30 to $10
2023-05-12 23:44:58+00:00,"regional banks likely going to experience issues with CRE exposure if there's issues there. banks likely have a choppy 2023. crypto may experience increased volatility throughout 2023, with a likely recession end 23 early 24. won't be easy street until the dust settles."
2023-05-12 23:43:48+00:00,"@POTUS Biden's running out of time by choosing this game of chicken. Dangerous game believing he can ride a severe recession to reelection, more likely cost a loss by any historical comparison."
2023-05-12 23:42:54+00:00,"@goldsilver_pros Silver is a 💩coin… Sorry, not sorry. With the recession and industrial metals in the toilet BTC is the only hard asset."
2023-05-12 23:42:19+00:00,"@Missy10013Kathy @RepMTG Obama pulled the US out of recession which was expensive.
Just like Biden pulling the US out of the pandemic’s crushing impact, which is expensive. That work is not completely finished. What about infrastructure projects?Trump’s big tax cuts made the wealthy rich. Did you benefit"
2023-05-12 23:41:33+00:00,"@BuggaThe @tonytardio Not another recession we had to have, oh please"
2023-05-12 23:41:11+00:00,"@CNN Because the Democratics have destroyed the cities and the companies are hemorrhaging $$. Crime, theft, insurance, extra security costs, all while we are in a recession and people are holding their wallets a little closer."
2023-05-12 23:41:09+00:00,"@unhealthytruth Erin I am honored to be followed by Larry as well 
Its not just Pharma they shill for now for example last March def of a recession was edited over 
30 times to cover up the historic def of a recession 
Vaccine went through definition change for the mRNA gene 🧬 therapy 
Too"
2023-05-12 23:40:40+00:00,"Recession or not... it doesn't matter

If you know how to make money + have the right people around you

You will make money any season"
2023-05-12 23:39:50+00:00,@maurice_dichard @GVRcasino No. There rewards program now takes 4.6 times the money to get the save reward. @Outback Corporate screwed their good customers in the beginning of a recession.
2023-05-12 23:39:36+00:00,If the economy stops recession no new machines we gotta make it there then run it what insurance
